uid,orig_commodity,family_id,step_number,hs_code,description,orig_first_period,orig_last_period,step_status,next_hs_code,step_first_period,step_last_period
IMR-3004490010-201702,"3004.49.00.10 - Medi,cont morphine/deriv t/o,nes,therap/prophltc,in doses/frs,o/t No 30.02/05/06",IM-3004409050-198801,1,3004.49.00.10,"Medicaments,containing morphine/derivative thereof,not elsewhere specified,therapeutic/prophylactic,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-02,2026-06,active,,2017-02,2026-06
IMR-3004490090-201701,"3004.49.00.90 - Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",IM-3004409019-198801,1,3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-01,2026-06,active,,2017-01,2026-06
IMR-3004500010-199801,"3004.50.00.10 - Mx of amino acids & vitamins,& mx of amino acids, protein hydrolysates & vit,etc (Terminated 2011-12)",IM-3004501000-198801,1,3004.50.00.10,"Mixtures of amino acids & vitamins,& Mixtures of amino acids, protein hydrolysates & vit,etc",1998-01,2011-12,succeeded,3004.50.00.19,1998-01,2011-12
IMR-3004500010-199801,"3004.50.00.10 - Mx of amino acids & vitamins,& mx of amino acids, protein hydrolysates & vit,etc (Terminated 2011-12)",IM-3004501000-198801,2,3004.50.00.19,"Medicaments,containing vitamins/prod of No 29.36,human use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",1998-01,2011-12,active,,2012-01,2026-06
IMR-3004500011-201201,"3004.50.00.11 - Medi,cont single vitamin,not mixed,f human,doses/pack frs,o/t No 30.02/05/06,nes",IM-3004509911-198801,1,3004.50.00.11,"Medicaments,containing single vitamin,not mixed,for human,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",2012-01,2026-06,active,,2012-01,2026-06
IMR-3004500012-201201,"3004.50.00.12 - Medi,cont 1 vitamin,mix w o supplements,f human use,doses/frs,o/t No 30.02/05/06",IM-3004509920-199001,1,3004.50.00.12,"Medicaments,containing 1 vitamin,mixed with other supplements,for human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",2012-01,2026-06,active,,2012-01,2026-06
IMR-3004500013-201201,"3004.50.00.13 - Medicaments cont multivitamins not mixed with other suppl,for hum use,in dosage (Terminated 2016-12)",IM-3004501000-198801,1,3004.50.00.13,"Medicaments containing multivitamins not mixed with other suppl,for human use,in dosage",2012-01,2016-12,succeeded,3004.50.00.19,2012-01,2016-12
IMR-3004500013-201201,"3004.50.00.13 - Medicaments cont multivitamins not mixed with other suppl,for hum use,in dosage (Terminated 2016-12)",IM-3004501000-198801,2,3004.50.00.19,"Medicaments,containing vitamins/prod of No 29.36,human use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",2012-01,2016-12,active,,2017-01,2026-06
IMR-3004500014-201201,"3004.50.00.14 - Medi,cont multivitamins,mix w o suppl,f human use,doses/frs,o/t No 30.02/05/06",IM-3004509921-198801,1,3004.50.00.14,"Medicaments,containing multivitamins,mixed with other suppl,for human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",2012-01,2026-06,active,,2012-01,2026-06
IMR-3004500019-201201,"3004.50.00.19 - Other medicaments cont vitamins and their derivs, for human use, in dosage,nes",IM-3004501000-198801,1,3004.50.00.19,"Medicaments,containing vitamins/prod of No 29.36,human use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",2012-01,2016-12,active,,2012-01,2026-06
IMR-3004500019-201701,"3004.50.00.19 - Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",IM-3004501000-198801,1,3004.50.00.19,"Medicaments,containing vitamins/prod of No 29.36,human use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-01,2026-06,active,,2017-01,2026-06
IMR-3004500020-199801,"3004.50.00.20 - Vitamins, cont more than 23% of abs ethyl alc by vol, for human use, in dosage (Terminated 2011-12)",IM-3004501000-198801,1,3004.50.00.20,"Vitamins, containing more than 23% of abs ethyl alc by vol, for human use, in dosage",1998-01,2011-12,succeeded,3004.50.00.19,1998-01,2011-12
IMR-3004500020-199801,"3004.50.00.20 - Vitamins, cont more than 23% of abs ethyl alc by vol, for human use, in dosage (Terminated 2011-12)",IM-3004501000-198801,2,3004.50.00.19,"Medicaments,containing vitamins/prod of No 29.36,human use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",1998-01,2011-12,active,,2012-01,2026-06
IMR-3004500031-199801,"3004.50.00.31 - Vitamin C only, for human use, in dosage (Terminated 2011-12)",IM-3004509911-198801,1,3004.50.00.31,"Vitamin C only, for human use, in dosage",1998-01,2011-12,succeeded,3004.50.00.11,1998-01,2011-12
IMR-3004500031-199801,"3004.50.00.31 - Vitamin C only, for human use, in dosage (Terminated 2011-12)",IM-3004509911-198801,2,3004.50.00.11,"Medicaments,containing single vitamin,not mixed,for human,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1998-01,2011-12,active,,2012-01,2026-06
IMR-3004500032-199801,"3004.50.00.32 - Vitamin E only, for human use, in dosage (Terminated 2011-12)",IM-3004509911-198801,1,3004.50.00.32,"Vitamin E only, for human use, in dosage",1998-01,2011-12,succeeded,3004.50.00.11,1998-01,2011-12
IMR-3004500032-199801,"3004.50.00.32 - Vitamin E only, for human use, in dosage (Terminated 2011-12)",IM-3004509911-198801,2,3004.50.00.11,"Medicaments,containing single vitamin,not mixed,for human,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1998-01,2011-12,active,,2012-01,2026-06
IMR-3004500039-199801,"3004.50.00.39 - Single vitamin only, nes, for human use, in dosage (Terminated 2011-12)",IM-3004509911-198801,1,3004.50.00.39,"Single vitamin only, not elsewhere specified, for human use, in dosage",1998-01,2011-12,succeeded,3004.50.00.11,1998-01,2011-12
IMR-3004500039-199801,"3004.50.00.39 - Single vitamin only, nes, for human use, in dosage (Terminated 2011-12)",IM-3004509911-198801,2,3004.50.00.11,"Medicaments,containing single vitamin,not mixed,for human,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1998-01,2011-12,active,,2012-01,2026-06
IMR-3004500040-199801,"3004.50.00.40 - Single vitamin mixed w o supplements, for human use, in dosage (Terminated 2011-12)",IM-3004509920-199001,1,3004.50.00.40,"Single vitamin mixed with other supplements, for human use, in dosage",1998-01,2001-12,succeeded,3004.50.00.12,1998-01,2011-12
IMR-3004500040-199801,"3004.50.00.40 - Single vitamin mixed w o supplements, for human use, in dosage (Terminated 2011-12)",IM-3004509920-199001,2,3004.50.00.12,"Medicaments,containing 1 vitamin,mixed with other supplements,for human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",1998-01,2001-12,active,,2012-01,2026-06
IMR-3004500040-200201,"3004.50.00.40 - Single vitamin mixed w other supplements, for human use, in dosage (Terminated 2011-12)",IM-3004509920-199001,1,3004.50.00.40,"Single vitamin mixed with other supplements, for human use, in dosage",2002-01,2011-12,succeeded,3004.50.00.12,2002-01,2011-12
IMR-3004500040-200201,"3004.50.00.40 - Single vitamin mixed w other supplements, for human use, in dosage (Terminated 2011-12)",IM-3004509920-199001,2,3004.50.00.12,"Medicaments,containing 1 vitamin,mixed with other supplements,for human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",2002-01,2011-12,active,,2012-01,2026-06
IMR-3004500050-199801,"3004.50.00.50 - Multivitamins not mixed with o supplements, for human use, in dosage (Terminated 2011-12)",IM-3004501000-198801,1,3004.50.00.50,"Multivitamins not mixed with other supplements, for human use, in dosage",1998-01,2001-12,succeeded,3004.50.00.13,1998-01,2011-12
IMR-3004500050-199801,"3004.50.00.50 - Multivitamins not mixed with o supplements, for human use, in dosage (Terminated 2011-12)",IM-3004501000-198801,2,3004.50.00.13,"Medicaments containing multivitamins not mixed with other suppl,for human use,in dosage",1998-01,2001-12,succeeded,3004.50.00.19,2012-01,2016-12
IMR-3004500050-199801,"3004.50.00.50 - Multivitamins not mixed with o supplements, for human use, in dosage (Terminated 2011-12)",IM-3004501000-198801,3,3004.50.00.19,"Medicaments,containing vitamins/prod of No 29.36,human use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",1998-01,2001-12,active,,2017-01,2026-06
IMR-3004500050-200201,"3004.50.00.50 - Multivitamins not mixed with other supplements, for human use, in dosage (Terminated 2011-12)",IM-3004501000-198801,1,3004.50.00.50,"Multivitamins not mixed with other supplements, for human use, in dosage",2002-01,2011-12,succeeded,3004.50.00.13,2002-01,2011-12
IMR-3004500050-200201,"3004.50.00.50 - Multivitamins not mixed with other supplements, for human use, in dosage (Terminated 2011-12)",IM-3004501000-198801,2,3004.50.00.13,"Medicaments containing multivitamins not mixed with other suppl,for human use,in dosage",2002-01,2011-12,succeeded,3004.50.00.19,2012-01,2016-12
IMR-3004500050-200201,"3004.50.00.50 - Multivitamins not mixed with other supplements, for human use, in dosage (Terminated 2011-12)",IM-3004501000-198801,3,3004.50.00.19,"Medicaments,containing vitamins/prod of No 29.36,human use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",2002-01,2011-12,active,,2017-01,2026-06
IMR-3004500061-199801,"3004.50.00.61 - Vitamins-iron preparation, for human use, in dosage (Terminated 2011-12)",IM-3004509921-198801,1,3004.50.00.61,"Vitamins-iron preparation, for human use, in dosage",1998-01,2011-12,succeeded,3004.50.00.14,1998-01,2011-12
IMR-3004500061-199801,"3004.50.00.61 - Vitamins-iron preparation, for human use, in dosage (Terminated 2011-12)",IM-3004509921-198801,2,3004.50.00.14,"Medicaments,containing multivitamins,mixed with other suppl,for human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",1998-01,2011-12,active,,2012-01,2026-06
IMR-3004500069-199801,"3004.50.00.69 - Multivitamins mixed with other supplements, nes, for human use, in dosage, (Terminated 2011-12)",IM-3004509921-198801,1,3004.50.00.69,"Multivitamins mixed with other supplements, not elsewhere specified, for human use, in dosage",1998-01,2001-12,succeeded,3004.50.00.14,1998-01,2011-12
IMR-3004500069-199801,"3004.50.00.69 - Multivitamins mixed with other supplements, nes, for human use, in dosage, (Terminated 2011-12)",IM-3004509921-198801,2,3004.50.00.14,"Medicaments,containing multivitamins,mixed with other suppl,for human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",1998-01,2001-12,active,,2012-01,2026-06
IMR-3004500069-200201,"3004.50.00.69 - Multivitamins mixed with other supplements, nes, for human use, in dosage (Terminated 2011-12)",IM-3004509921-198801,1,3004.50.00.69,"Multivitamins mixed with other supplements, not elsewhere specified, for human use, in dosage",2002-01,2011-12,succeeded,3004.50.00.14,2002-01,2011-12
IMR-3004500069-200201,"3004.50.00.69 - Multivitamins mixed with other supplements, nes, for human use, in dosage (Terminated 2011-12)",IM-3004509921-198801,2,3004.50.00.14,"Medicaments,containing multivitamins,mixed with other suppl,for human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",2002-01,2011-12,active,,2012-01,2026-06
IMR-3004500070-199801,"3004.50.00.70 - Vitamins & their derivs, nes, for vet use, in dosage (Terminated 2011-12)",IM-3004509930-198801,1,3004.50.00.70,"Vitamins & their derivatives, not elsewhere specified, for veterinary use, in dosage",1998-01,2001-12,succeeded,3004.50.00.90,1998-01,2011-12
IMR-3004500070-199801,"3004.50.00.70 - Vitamins & their derivs, nes, for vet use, in dosage (Terminated 2011-12)",IM-3004509930-198801,2,3004.50.00.90,"Medicaments,containing vitamins,for veterinary use,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1998-01,2001-12,active,,2012-01,2026-06
IMR-3004500070-200201,"3004.50.00.70 - Vitamins & their derivatives, nes, for veterinary use, in dosage (Terminated 2011-12)",IM-3004509930-198801,1,3004.50.00.70,"Vitamins & their derivatives, not elsewhere specified, for veterinary use, in dosage",2002-01,2011-12,succeeded,3004.50.00.90,2002-01,2011-12
IMR-3004500070-200201,"3004.50.00.70 - Vitamins & their derivatives, nes, for veterinary use, in dosage (Terminated 2011-12)",IM-3004509930-198801,2,3004.50.00.90,"Medicaments,containing vitamins,for veterinary use,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",2002-01,2011-12,active,,2012-01,2026-06
IMR-3004500090-201201,"3004.50.00.90 - Medi,cont vitamins,for veterinary use,in doses/pack frs,o/t No 30.02/05/06,nes",IM-3004509930-198801,1,3004.50.00.90,"Medicaments,containing vitamins,for veterinary use,in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",2012-01,2026-06,active,,2012-01,2026-06
IMR-3004501000-198801,"3004.50.10.00 - Mx of amino acids & vitamins,& mx of amino acids, protein hydrolysates & vit,etc (Terminated 1997-12)",IM-3004501000-198801,1,3004.50.10.00,"Mixtures of amino acids & vitamins,& Mixtures of amino acids, protein hydrolysates & vit,etc",1988-01,1997-12,succeeded,3004.50.00.10,1988-01,1997-12
IMR-3004501000-198801,"3004.50.10.00 - Mx of amino acids & vitamins,& mx of amino acids, protein hydrolysates & vit,etc (Terminated 1997-12)",IM-3004501000-198801,2,3004.50.00.10,"Mixtures of amino acids & vitamins,& Mixtures of amino acids, protein hydrolysates & vit,etc",1988-01,1997-12,succeeded,3004.50.00.19,1998-01,2011-12
IMR-3004501000-198801,"3004.50.10.00 - Mx of amino acids & vitamins,& mx of amino acids, protein hydrolysates & vit,etc (Terminated 1997-12)",IM-3004501000-198801,3,3004.50.00.19,"Medicaments,containing vitamins/prod of No 29.36,human use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",1988-01,1997-12,active,,2012-01,2026-06
IMR-3004509100-198801,"3004.50.91.00 - Vitamins, cont more than 23% of abs ethyl alc by vol, for human use, in dosage (Terminated 1997-12)",IM-3004501000-198801,1,3004.50.91.00,"Vitamins, containing more than 23% of abs ethyl alc by vol, for human use, in dosage",1988-01,1997-06,succeeded,3004.50.00.20,1988-01,1997-06
IMR-3004509100-198801,"3004.50.91.00 - Vitamins, cont more than 23% of abs ethyl alc by vol, for human use, in dosage (Terminated 1997-12)",IM-3004501000-198801,2,3004.50.00.20,"Vitamins, containing more than 23% of abs ethyl alc by vol, for human use, in dosage",1988-01,1997-06,succeeded,3004.50.00.19,1998-01,2011-12
IMR-3004509100-198801,"3004.50.91.00 - Vitamins, cont more than 23% of abs ethyl alc by vol, for human use, in dosage (Terminated 1997-12)",IM-3004501000-198801,3,3004.50.00.19,"Medicaments,containing vitamins/prod of No 29.36,human use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",1988-01,1997-06,active,,2012-01,2026-06
IMR-3004509911-198801,"3004.50.99.11 - Vitamin C only, for human use, in dosage (Terminated 1997-12)",IM-3004509911-198801,1,3004.50.99.11,"Vitamin C only, for human use, in dosage",1988-01,1997-12,succeeded,3004.50.00.31,1988-01,1997-12
IMR-3004509911-198801,"3004.50.99.11 - Vitamin C only, for human use, in dosage (Terminated 1997-12)",IM-3004509911-198801,2,3004.50.00.31,"Vitamin C only, for human use, in dosage",1988-01,1997-12,succeeded,3004.50.00.11,1998-01,2011-12
IMR-3004509911-198801,"3004.50.99.11 - Vitamin C only, for human use, in dosage (Terminated 1997-12)",IM-3004509911-198801,3,3004.50.00.11,"Medicaments,containing single vitamin,not mixed,for human,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1988-01,1997-12,active,,2012-01,2026-06
IMR-3004509912-198801,"3004.50.99.12 - Vitamin E only, for human use, in dosage (Terminated 1997-12)",IM-3004509911-198801,1,3004.50.99.12,"Vitamin E only, for human use, in dosage",1988-01,1997-12,succeeded,3004.50.00.32,1988-01,1997-12
IMR-3004509912-198801,"3004.50.99.12 - Vitamin E only, for human use, in dosage (Terminated 1997-12)",IM-3004509911-198801,2,3004.50.00.32,"Vitamin E only, for human use, in dosage",1988-01,1997-12,succeeded,3004.50.00.11,1998-01,2011-12
IMR-3004509912-198801,"3004.50.99.12 - Vitamin E only, for human use, in dosage (Terminated 1997-12)",IM-3004509911-198801,3,3004.50.00.11,"Medicaments,containing single vitamin,not mixed,for human,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1988-01,1997-12,active,,2012-01,2026-06
