uid,orig_commodity,orig_hs_code,orig_description,orig_first_period,orig_last_period,family_id,latest_commodity,latest_hs_code,latest_description,latest_status,v1_uid,v1_family_id
IMR-3004909921-198801,"3004.90.99.21 - Histamine H2 receptor antagonist, for human use, in dosage (Terminated 1997-12)",3004.90.99.21,"Histamine H2 receptor antagonist, for human use, in dosage",1988-01,1997-12,IM-3004909921-198801,"3004.90.00.49 - Gastrointestinal agents, for human use, in doses/pack frs,o/t No 30.02/05/06,nes",3004.90.00.49,"Gastrointestinal agents, for human use, in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0372,IM_0181
IMR-3004909922-199001,"3004.90.99.22 - Laxatives, for human use, in dosage (Terminated 1997-12)",3004.90.99.22,"Laxatives, for human use, in dosage",1990-01,1997-12,IM-3004909922-199001,"3004.90.00.42 - Laxatives, for human use, in doses/packings for retail sale, o/t No 30.02/05/06",3004.90.00.42,"Laxatives, for human use, in doses/packings for retail sale, other than products of headings 30.02, 30.05, 30.06",active,IMR_0373,IM_0182
IMR-3004909923-199001,"3004.90.99.23 - Antacids, for human use, in dosage (Terminated 1997-12)",3004.90.99.23,"Antacids, for human use, in dosage",1990-01,1997-12,IM-3004909923-199001,"3004.90.00.43 - Antacids, for human use, in doses/packings for retail sale, o/t No 30.02/05/06",3004.90.00.43,"Antacids, for human use, in doses/packings for retail sale, other than products of headings 30.02, 30.05, 30.06",active,IMR_0374,IM_0183
IMR-3004909929-198801,"3004.90.99.29 - Gastro-intestinal agents, for human use, in dosage, nes (Terminated 1997-12)",3004.90.99.29,"Gastro-intestinal agents, for human use, in dosage, not elsewhere specified",1988-01,1997-12,IM-3004909921-198801,"3004.90.00.49 - Gastrointestinal agents, for human use, in doses/pack frs,o/t No 30.02/05/06,nes",3004.90.00.49,"Gastrointestinal agents, for human use, in doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0375,IM_0181
IMR-3004909930-198801,"3004.90.99.30 - Medicaments, for human use, acting on the cardio-vascular system, in dosage (Terminated 1997-12)",3004.90.99.30,"Medicaments, for human use, acting on the cardio-vascular system, in dosage",1988-01,1997-12,IM-3004909930-198801,"3004.90.00.50 - Medi,for human use,acting on cardio-vascular system,doses/frs,o/t No 30.02/05/06",3004.90.00.50,"Medicaments,for human use,acting on cardio-vascular system,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0376,IM_0185
IMR-3004909940-198801,"3004.90.99.40 - Anti-infective agents, for human use, in dosage (Terminated 1989-12)",3004.90.99.40,"Anti-infective agents, for human use, in dosage",1988-01,1989-12,IM-3004909940-198801,"3004.90.00.69 - Anti-infective agents, for human use, in doses/pack frs, o/t No 30.02/05/06, nes",3004.90.00.69,"Anti-infective agents, for human use, in doses/pack for retail sale, other than products of headings 30.02, 30.05, 30.06, not elsewhere specified",active,IMR_0377,IM_0187
IMR-3004909941-199001,"3004.90.99.41 - Anti-infective agents, containing sulfonamides, for human use, in dosage (Terminated 1997-12)",3004.90.99.41,"Anti-infective agents, containing sulfonamides, for human use, in dosage",1990-01,1997-12,IM-3004909941-199001,"3004.90.00.61 - Anti-infective agents,cont sulfonamides,f human use,doses/frs,o/t No 30.02/05/06",3004.90.00.61,"Anti-infective agents,containing sulfonamides,for human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0378,IM_0186
IMR-3004909949-199001,"3004.90.99.49 - Anti-infective agents, for human use, in dosage, nes (Terminated 1997-12)",3004.90.99.49,"Anti-infective agents, for human use, in dosage, not elsewhere specified",1990-01,1997-12,IM-3004909940-198801,"3004.90.00.69 - Anti-infective agents, for human use, in doses/pack frs, o/t No 30.02/05/06, nes",3004.90.00.69,"Anti-infective agents, for human use, in doses/pack for retail sale, other than products of headings 30.02, 30.05, 30.06, not elsewhere specified",active,IMR_0379,IM_0187
IMR-3004909950-198801,"3004.90.99.50 - Haematological agents, for human use, in dosage (Terminated 1997-12)",3004.90.99.50,"Haematological agents, for human use, in dosage",1988-01,1997-12,IM-3004909950-198801,"3004.90.00.71 - Haematological agents, for human use, in doses/packings frs, o/t No 30.02/05/06",3004.90.00.71,"Haematological agents, for human use, in doses/packings for retail sale, other than products of headings 30.02, 30.05, 30.06",active,IMR_0380,IM_0188
IMR-3004909960-198801,"3004.90.99.60 - Antineoplastic agents, for human use, in dosage (Terminated 1997-12)",3004.90.99.60,"Antineoplastic agents, for human use, in dosage",1988-01,1997-12,IM-3004909960-198801,"3004.90.00.72 - Antineoplastic agents, for human use, in doses/packings frs, o/t No 30.02/05/06",3004.90.00.72,"Antineoplastic agents, for human use, in doses/packings for retail sale, other than products of headings 30.02, 30.05, 30.06",active,IMR_0381,IM_0189
IMR-3004909971-199001,"3004.90.99.71 - Cough/cold preparations, for human use, in dosage (Terminated 1997-12)",3004.90.99.71,"Cough/cold preparations, for human use, in dosage",1990-01,1997-12,IM-3004909971-199001,"3004.90.00.73 - Cough/cold preparations, for human use, in doses/packings frs,o/t No 30.02/05/06",3004.90.00.73,"Cough/cold preparations, for human use, in doses/packings for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0382,IM_0190
IMR-3004909979-199001,"3004.90.99.79 - Medicaments, prim affecting eyes,ears & respiratory system,human use, in dos,nes (Terminated 1997-12)",3004.90.99.79,"Medicaments, primarily affecting eyes,ears & respiratory system,human use, in dosage,not elsewhere specified",1990-01,1997-12,IM-3004909979-199001,"3004.90.00.74 - Medi,prim f eyes/ears/respiratory system,human use,doses/frs,o/t No 30.02/05/06",3004.90.00.74,"Medicaments,primarily for eyes/ears/respiratory system,human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0383,IM_0191
IMR-3004909981-198801,"3004.90.99.81 - Diuretics, for human use, in dosage (Terminated 1997-12)",3004.90.99.81,"Diuretics, for human use, in dosage",1988-01,1997-12,IM-3004909981-198801,"3004.90.00.75 - Diuretics, for human use, in doses/packings for retail sale, o/t No 30.02/05/06",3004.90.00.75,"Diuretics, for human use, in doses/packings for retail sale, other than products of headings 30.02, 30.05, 30.06",active,IMR_0384,IM_0192
IMR-3004909982-198801,"3004.90.99.82 - Medicaments affecting electrolytic, caloric/water balance, for human use, in dos (Terminated 1997-12)",3004.90.99.82,"Medicaments affecting electrolytic, caloric/water balance, for human use, in dosage",1988-01,1997-12,IM-3004909982-198801,"3004.90.00.76 - Medi,f electrolytic/caloric/water balance,human use,doses/frs,o/t No 30.02/05/06",3004.90.00.76,"Medicaments,for electrolytic/caloric/water balance,human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0385,IM_0193
IMR-3004909983-199001,"3004.90.99.83 - Dermatological agents, for human use, in dosage (Terminated 1997-12)",3004.90.99.83,"Dermatological agents, for human use, in dosage",1990-01,1997-12,IM-3004909983-199001,"3004.90.00.77 - Dermatological agents, for human use, in doses/packings frs, o/t No 30.02/05/06",3004.90.00.77,"Dermatological agents, for human use, in doses/packings for retail sale, other than products of headings 30.02, 30.05, 30.06",active,IMR_0386,IM_0194
IMR-3004909984-199001,"3004.90.99.84 - Medicaments cont hyaluronic acid or its sodium salt, for human use, in dosage (Terminated 1997-12)",3004.90.99.84,"Medicaments containing hyaluronic acid or its sodium salt, for human use, in dosage",1990-01,1997-12,IM-3004909984-199001,"3004.90.00.78 - Medi,cont hyaluronic acid/its sodium salt,human use,doses/frs,o/t No 30.02/05/06",3004.90.00.78,"Medicaments,containing hyaluronic acid/its sodium salt,human use,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",active,IMR_0387,IM_0195
IMR-3004909989-198801,"3004.90.99.89 - Medicaments nes, for human use, in dosage (Terminated 1997-12)",3004.90.99.89,"Medicaments not elsewhere specified, for human use, in dosage",1988-01,1997-12,IM-3004909100-198801,"3004.90.00.79 - Medicaments,for human use,in doses/packings f retail sale,o/t No 30.02/05/06,nes",3004.90.00.79,"Medicaments,for human use,in doses/packings for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0388,IM_0172
IMR-3004909991-198801,"3004.90.99.91 - Anaesthetic, for veterinary use, in dosage (Terminated 1997-12)",3004.90.99.91,"Anaesthetic, for veterinary use, in dosage",1988-01,1997-12,IM-3004909991-198801,"3004.90.00.90 - Medicaments,f veterinary use,doses/packings f retail sale,o/t No 30.02/05/06,nes",3004.90.00.90,"Medicaments,for veterinary use,doses/packings for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0389,IM_0197
IMR-3004909992-198801,"3004.90.99.92 - Coccidiostats, in dosage (Terminated 1991-06)",3004.90.99.92,"Coccidiostats, in dosage",1988-01,1991-06,IM-3004909991-198801,"3004.90.00.90 - Medicaments,f veterinary use,doses/packings f retail sale,o/t No 30.02/05/06,nes",3004.90.00.90,"Medicaments,for veterinary use,doses/packings for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0390,IM_0197
IMR-3004909993-198803,"3004.90.99.93 - Tranquilizers, for veterinary use, in dosage (Terminated 1991-06)",3004.90.99.93,"Tranquilizers, for veterinary use, in dosage",1988-03,1991-06,IM-3004909991-198801,"3004.90.00.90 - Medicaments,f veterinary use,doses/packings f retail sale,o/t No 30.02/05/06,nes",3004.90.00.90,"Medicaments,for veterinary use,doses/packings for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0391,IM_0197
IMR-3004909999-198801,"3004.90.99.99 - Medicaments nes, for veterinary use, in dosage (Terminated 1997-12)",3004.90.99.99,"Medicaments not elsewhere specified, for veterinary use, in dosage",1988-01,1997-12,IM-3004909991-198801,"3004.90.00.90 - Medicaments,f veterinary use,doses/packings f retail sale,o/t No 30.02/05/06,nes",3004.90.00.90,"Medicaments,for veterinary use,doses/packings for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",active,IMR_0392,IM_0197
IMR-3005100010-199801,"3005.10.00.10 - Dressings & sim articles having an adhesive layer, coated/impreg w pharm subs",3005.10.00.10,"Dressings & similar articles having an adhesive layer, coated/impregnated with pharm substances",1998-01,2026-06,IM-3005101000-198801,"3005.10.00.10 - Dressings & sim articles having an adhesive layer, coated/impreg w pharm subs",3005.10.00.10,"Dressings & similar articles having an adhesive layer, coated/impregnated with pharm substances",active,IMR_0393,IM_0201
IMR-3005100091-199801,"3005.10.00.91 - Adhesive dressings, nes, packaged for retail sale",3005.10.00.91,"Adhesive dressings, not elsewhere specified, packaged for retail sale",1998-01,2026-06,IM-3005109100-198801,"3005.10.00.91 - Adhesive dressings, nes, packaged for retail sale",3005.10.00.91,"Adhesive dressings, not elsewhere specified, packaged for retail sale",active,IMR_0394,IM_0202
IMR-3005100099-199801,"3005.10.00.99 - Wadding, gauze, bandages & sim articles, nes, with adhesive layer, pack ret sale",3005.10.00.99,"Wadding, gauze, bandages & similar articles, not elsewhere specified, with adhesive layer, pack ret sale",1998-01,2026-06,IM-3005109900-198801,"3005.10.00.99 - Wadding, gauze, bandages & sim articles, nes, with adhesive layer, pack ret sale",3005.10.00.99,"Wadding, gauze, bandages & similar articles, not elsewhere specified, with adhesive layer, pack ret sale",active,IMR_0395,IM_0203
IMR-3005101000-198801,"3005.10.10.00 - Dressings & sim articles having an adhesive layer, coated/impreg w pharm subs (Terminated 1997-12)",3005.10.10.00,"Dressings & similar articles having an adhesive layer, coated/impregnated with pharm substances",1988-01,1997-12,IM-3005101000-198801,"3005.10.00.10 - Dressings & sim articles having an adhesive layer, coated/impreg w pharm subs",3005.10.00.10,"Dressings & similar articles having an adhesive layer, coated/impregnated with pharm substances",active,IMR_0396,IM_0201
IMR-3005109100-198801,"3005.10.91.00 - Adhesive dressings, nes, packaged for retail sale (Terminated 1997-12)",3005.10.91.00,"Adhesive dressings, not elsewhere specified, packaged for retail sale",1988-01,1997-12,IM-3005109100-198801,"3005.10.00.91 - Adhesive dressings, nes, packaged for retail sale",3005.10.00.91,"Adhesive dressings, not elsewhere specified, packaged for retail sale",active,IMR_0397,IM_0202
IMR-3005109900-198801,"3005.10.99.00 - Wadding, gauze, bandages & sim articles, nes, with adhesive layer, pack ret sale (Terminated 1997-12)",3005.10.99.00,"Wadding, gauze, bandages & similar articles, not elsewhere specified, with adhesive layer, pack ret sale",1988-01,1997-12,IM-3005109900-198801,"3005.10.00.99 - Wadding, gauze, bandages & sim articles, nes, with adhesive layer, pack ret sale",3005.10.00.99,"Wadding, gauze, bandages & similar articles, not elsewhere specified, with adhesive layer, pack ret sale",active,IMR_0398,IM_0203
IMR-3005900010-199801,3005.90.00.10 - Bandages & slabs of tex fab coated w plaster;o art used for orthopaedic casts (Terminated 2011-12),3005.90.00.10,Bandages & slabs of tex fabric coated with plaster;other article used for orthopaedic casts,1998-01,2001-12,IM-3005901000-198801,"3005.90.00.90 - Wadding,gauze,bandages & sim art, packaged for retail sale & for medical use,nes",3005.90.00.90,"Wadding,gauze,bandages & similar article, packaged for retail sale & for medical use,not elsewhere specified",active,IMR_0399,IM_0204
IMR-3005900010-200201,"3005.90.00.10 - Bandages & slabs of tex fab, coated w plaster;o art used for orthopaedic casts (Terminated 2011-12)",3005.90.00.10,"Bandages & slabs of tex fabric, coated with plaster;other article used for orthopaedic casts",2002-01,2011-12,IM-3005901000-198801,"3005.90.00.90 - Wadding,gauze,bandages & sim art, packaged for retail sale & for medical use,nes",3005.90.00.90,"Wadding,gauze,bandages & similar article, packaged for retail sale & for medical use,not elsewhere specified",active,IMR_0400,IM_0204
IMR-3005900020-199801,"3005.90.00.20 - Dressings & sim articles coated or impreg w pharm substances, nes",3005.90.00.20,"Dressings & similar articles coated or impregnated with pharm substances, not elsewhere specified",1998-01,2001-12,IM-3005902000-198801,"3005.90.00.20 - Dressings & sim articles, coated or impreg w pharm substances, nes",3005.90.00.20,"Dressings & similar articles, coated or impregnated with pharm substances, not elsewhere specified",active,IMR_0401,IM_0205
IMR-3005900020-200201,"3005.90.00.20 - Dressings & sim articles, coated or impreg w pharm substances, nes",3005.90.00.20,"Dressings & similar articles, coated or impregnated with pharm substances, not elsewhere specified",2002-01,2026-06,IM-3005902000-198801,"3005.90.00.20 - Dressings & sim articles, coated or impreg w pharm substances, nes",3005.90.00.20,"Dressings & similar articles, coated or impregnated with pharm substances, not elsewhere specified",active,IMR_0402,IM_0205
IMR-3005900030-199801,"3005.90.00.30 - Surgical dressings, not stitched or o/w mfd, not coated/impreg w pharm subs, nes",3005.90.00.30,"Surgical dressings, not stitched or otherwise manufactured, not coated/impregnated with pharm substances, not elsewhere specified",1998-01,2026-06,IM-3005903000-198801,"3005.90.00.30 - Surgical dressings, not stitched or o/w mfd, not coated/impreg w pharm subs, nes",3005.90.00.30,"Surgical dressings, not stitched or otherwise manufactured, not coated/impregnated with pharm substances, not elsewhere specified",active,IMR_0403,IM_0206
IMR-3005900040-199801,"3005.90.00.40 - Dressings/sim art of woven fab o/t of cotton; of knit fab, n-wov or felts, nes",3005.90.00.40,"Dressings/similar article of woven fabric other than of cotton; of knit fabric, non-woven or felts, not elsewhere specified",1998-01,2001-12,IM-3005909100-198801,"3005.90.00.40 - Dressings & sim art of woven fab,o/t of cotton; of knit fab,n-wov or felts,nes",3005.90.00.40,"Dressings & similar article of woven fabric,other than of cotton; of knit fabric,non-woven or felts,not elsewhere specified",active,IMR_0405,IM_0207
IMR-3005900040-200201,"3005.90.00.40 - Dressings & sim art of woven fab,o/t of cotton; of knit fab,n-wov or felts,nes",3005.90.00.40,"Dressings & similar article of woven fabric,other than of cotton; of knit fabric,non-woven or felts,not elsewhere specified",2002-01,2026-06,IM-3005909100-198801,"3005.90.00.40 - Dressings & sim art of woven fab,o/t of cotton; of knit fab,n-wov or felts,nes",3005.90.00.40,"Dressings & similar article of woven fabric,other than of cotton; of knit fabric,non-woven or felts,not elsewhere specified",active,IMR_0404,IM_0207
IMR-3005900050-199801,"3005.90.00.50 - Dressings and sim articles of woven fabric solely of cotton, nes (Terminated 2011-12)",3005.90.00.50,"Dressings and similar articles of woven fabric solely of cotton, not elsewhere specified",1998-01,2001-12,IM-3005901000-198801,"3005.90.00.90 - Wadding,gauze,bandages & sim art, packaged for retail sale & for medical use,nes",3005.90.00.90,"Wadding,gauze,bandages & similar article, packaged for retail sale & for medical use,not elsewhere specified",active,IMR_0406,IM_0204
IMR-3005900050-200201,"3005.90.00.50 - Dressings and sim articles, of woven fabric solely of cotton, nes (Terminated 2011-12)",3005.90.00.50,"Dressings and similar articles, of woven fabric solely of cotton, not elsewhere specified",2002-01,2011-12,IM-3005901000-198801,"3005.90.00.90 - Wadding,gauze,bandages & sim art, packaged for retail sale & for medical use,nes",3005.90.00.90,"Wadding,gauze,bandages & similar article, packaged for retail sale & for medical use,not elsewhere specified",active,IMR_0407,IM_0204
IMR-3005900060-199801,"3005.90.00.60 - Dressings and similar articles of paper, nes (Terminated 2011-12)",3005.90.00.60,"Dressings and similar articles of paper, not elsewhere specified",1998-01,2001-12,IM-3005901000-198801,"3005.90.00.90 - Wadding,gauze,bandages & sim art, packaged for retail sale & for medical use,nes",3005.90.00.90,"Wadding,gauze,bandages & similar article, packaged for retail sale & for medical use,not elsewhere specified",active,IMR_0408,IM_0204
IMR-3005900060-200201,"3005.90.00.60 - Dressings and similar articles, of paper, nes (Terminated 2011-12)",3005.90.00.60,"Dressings and similar articles, of paper, not elsewhere specified",2002-01,2011-12,IM-3005901000-198801,"3005.90.00.90 - Wadding,gauze,bandages & sim art, packaged for retail sale & for medical use,nes",3005.90.00.90,"Wadding,gauze,bandages & similar article, packaged for retail sale & for medical use,not elsewhere specified",active,IMR_0409,IM_0204
IMR-3005900090-199801,"3005.90.00.90 - Dressings and similar articles packaged for medical use, nes",3005.90.00.90,"Dressings and similar articles packaged for medical use, not elsewhere specified",1998-01,2001-12,IM-3005901000-198801,"3005.90.00.90 - Wadding,gauze,bandages & sim art, packaged for retail sale & for medical use,nes",3005.90.00.90,"Wadding,gauze,bandages & similar article, packaged for retail sale & for medical use,not elsewhere specified",active,IMR_0410,IM_0204
IMR-3005900090-200201,"3005.90.00.90 - Dressings and similar articles, packaged for medical use, nes",3005.90.00.90,"Dressings and similar articles, packaged for medical use, not elsewhere specified",2002-01,2011-12,IM-3005901000-198801,"3005.90.00.90 - Wadding,gauze,bandages & sim art, packaged for retail sale & for medical use,nes",3005.90.00.90,"Wadding,gauze,bandages & similar article, packaged for retail sale & for medical use,not elsewhere specified",active,IMR_0411,IM_0204
IMR-3005900090-201201,"3005.90.00.90 - Wadding,gauze,bandages & sim art, packaged for retail sale & for medical use,nes",3005.90.00.90,"Wadding,gauze,bandages & similar article, packaged for retail sale & for medical use,not elsewhere specified",2012-01,2026-06,IM-3005901000-198801,"3005.90.00.90 - Wadding,gauze,bandages & sim art, packaged for retail sale & for medical use,nes",3005.90.00.90,"Wadding,gauze,bandages & similar article, packaged for retail sale & for medical use,not elsewhere specified",active,IMR_0412,IM_0204
IMR-3005901000-198801,3005.90.10.00 - Bandages & slabs of tex fab coated w plaster;o art used for orthopaedic casts (Terminated 1997-12),3005.90.10.00,Bandages & slabs of tex fabric coated with plaster;other article used for orthopaedic casts,1988-01,1997-12,IM-3005901000-198801,"3005.90.00.90 - Wadding,gauze,bandages & sim art, packaged for retail sale & for medical use,nes",3005.90.00.90,"Wadding,gauze,bandages & similar article, packaged for retail sale & for medical use,not elsewhere specified",active,IMR_0413,IM_0204
IMR-3005902000-198801,"3005.90.20.00 - Dressings & sim articles coated or impreg w pharm substances, nes (Terminated 1997-12)",3005.90.20.00,"Dressings & similar articles coated or impregnated with pharm substances, not elsewhere specified",1988-01,1997-12,IM-3005902000-198801,"3005.90.00.20 - Dressings & sim articles, coated or impreg w pharm substances, nes",3005.90.00.20,"Dressings & similar articles, coated or impregnated with pharm substances, not elsewhere specified",active,IMR_0414,IM_0205
IMR-3005903000-198801,"3005.90.30.00 - Surgical dressings, not stitched or o/w mfd, not coated/impreg w pharm subs, nes (Terminated 1997-12)",3005.90.30.00,"Surgical dressings, not stitched or otherwise manufactured, not coated/impregnated with pharm substances, not elsewhere specified",1988-01,1997-12,IM-3005903000-198801,"3005.90.00.30 - Surgical dressings, not stitched or o/w mfd, not coated/impreg w pharm subs, nes",3005.90.00.30,"Surgical dressings, not stitched or otherwise manufactured, not coated/impregnated with pharm substances, not elsewhere specified",active,IMR_0415,IM_0206
IMR-3005909100-198801,"3005.90.91.00 - Dressings/sim art of woven fab o/t of cotton; of knit fab, n-wov or felts, nes (Terminated 1997-12)",3005.90.91.00,"Dressings/similar article of woven fabric other than of cotton; of knit fabric, non-woven or felts, not elsewhere specified",1988-01,1997-12,IM-3005909100-198801,"3005.90.00.40 - Dressings & sim art of woven fab,o/t of cotton; of knit fab,n-wov or felts,nes",3005.90.00.40,"Dressings & similar article of woven fabric,other than of cotton; of knit fabric,non-woven or felts,not elsewhere specified",active,IMR_0416,IM_0207
IMR-3005909200-198801,"3005.90.92.00 - Dressings and sim articles of woven fabric solely of cotton, nes (Terminated 1997-12)",3005.90.92.00,"Dressings and similar articles of woven fabric solely of cotton, not elsewhere specified",1988-01,1997-12,IM-3005901000-198801,"3005.90.00.90 - Wadding,gauze,bandages & sim art, packaged for retail sale & for medical use,nes",3005.90.00.90,"Wadding,gauze,bandages & similar article, packaged for retail sale & for medical use,not elsewhere specified",active,IMR_0417,IM_0204
IMR-3005909300-198801,"3005.90.93.00 - Dressings and similar articles of paper, nes (Terminated 1997-12)",3005.90.93.00,"Dressings and similar articles of paper, not elsewhere specified",1988-01,1997-12,IM-3005901000-198801,"3005.90.00.90 - Wadding,gauze,bandages & sim art, packaged for retail sale & for medical use,nes",3005.90.00.90,"Wadding,gauze,bandages & similar article, packaged for retail sale & for medical use,not elsewhere specified",active,IMR_0418,IM_0204
IMR-3005909900-198801,"3005.90.99.00 - Dressings and similar articles packaged for medical use, nes (Terminated 1997-12)",3005.90.99.00,"Dressings and similar articles packaged for medical use, not elsewhere specified",1988-01,1997-12,IM-3005901000-198801,"3005.90.00.90 - Wadding,gauze,bandages & sim art, packaged for retail sale & for medical use,nes",3005.90.00.90,"Wadding,gauze,bandages & similar article, packaged for retail sale & for medical use,not elsewhere specified",active,IMR_0419,IM_0204
IMR-3006100010-198801,3006.10.00.10 - Sterile surgical catgut & similar sterile suture mat for surgical wound closure,3006.10.00.10,Sterile surgical catgut & similar sterile suture material for surgical wound closure,1988-01,2001-12,IM-3006100010-198801,"3006.10.00.10 - Sterile surgical catgut & similar sterile suture mat, for surgical wound closure",3006.10.00.10,"Sterile surgical catgut & similar sterile suture material, for surgical wound closure",active,IMR_0420,IM_0211
IMR-3006100010-200201,"3006.10.00.10 - Sterile surgical catgut & similar sterile suture mat, for surgical wound closure",3006.10.00.10,"Sterile surgical catgut & similar sterile suture material, for surgical wound closure",2002-01,2026-06,IM-3006100010-198801,"3006.10.00.10 - Sterile surgical catgut & similar sterile suture mat, for surgical wound closure",3006.10.00.10,"Sterile surgical catgut & similar sterile suture material, for surgical wound closure",active,IMR_0421,IM_0211
IMR-3006100090-198801,"3006.10.00.90 - Laminaria & laminaria tents, sterile; sterile absorbable surg/dental haemostatic",3006.10.00.90,"Laminaria & laminaria tents, sterile; sterile absorbable surgical/dental haemostatic",1988-01,2026-06,IM-3006100090-198801,"3006.10.00.90 - Laminaria & laminaria tents, sterile; sterile absorbable surg/dental haemostatic",3006.10.00.90,"Laminaria & laminaria tents, sterile; sterile absorbable surgical/dental haemostatic",active,IMR_0422,IM_0212
IMR-3006200010-199801,"3006.20.00.10 - Blood-grouping reagents, of human origin (Terminated 2011-12)",3006.20.00.10,"Blood-grouping reagents, of human origin",1998-01,2011-12,IM-3006201000-198801,"3006.20.00.90 - Blood-grouping reagents, other than of animal origin, nes (Terminated 2021-12)",3006.20.00.90,"Blood-grouping reagents, other than of animal origin, not elsewhere specified",left_chapter,IMR_0423,IM_0213
IMR-3006200020-199801,"3006.20.00.20 - Blood-grouping reagents, of animal origin (Terminated 2021-12)",3006.20.00.20,"Blood-grouping reagents, of animal origin",1998-01,2021-12,IM-3006202000-198801,"3006.20.00.20 - Blood-grouping reagents, of animal origin (Terminated 2021-12)",3006.20.00.20,"Blood-grouping reagents, of animal origin",left_chapter,IMR_0424,IM_0214
IMR-3006200090-199801,"3006.20.00.90 - Blood-grouping reagents, except of human or animal origin (Terminated 2021-12)",3006.20.00.90,"Blood-grouping reagents, except of human or animal origin",1998-01,2011-12,IM-3006201000-198801,"3006.20.00.90 - Blood-grouping reagents, other than of animal origin, nes (Terminated 2021-12)",3006.20.00.90,"Blood-grouping reagents, other than of animal origin, not elsewhere specified",left_chapter,IMR_0425,IM_0213
IMR-3006200090-201201,"3006.20.00.90 - Blood-grouping reagents, other than of animal origin, nes (Terminated 2021-12)",3006.20.00.90,"Blood-grouping reagents, other than of animal origin, not elsewhere specified",2012-01,2021-12,IM-3006201000-198801,"3006.20.00.90 - Blood-grouping reagents, other than of animal origin, nes (Terminated 2021-12)",3006.20.00.90,"Blood-grouping reagents, other than of animal origin, not elsewhere specified",left_chapter,IMR_0426,IM_0213
IMR-3006201000-198801,"3006.20.10.00 - Blood-grouping reagents, of human origin (Terminated 1997-12)",3006.20.10.00,"Blood-grouping reagents, of human origin",1988-01,1997-12,IM-3006201000-198801,"3006.20.00.90 - Blood-grouping reagents, other than of animal origin, nes (Terminated 2021-12)",3006.20.00.90,"Blood-grouping reagents, other than of animal origin, not elsewhere specified",left_chapter,IMR_0427,IM_0213
IMR-3006202000-198801,"3006.20.20.00 - Blood-grouping reagents, of animal origin (Terminated 1997-12)",3006.20.20.00,"Blood-grouping reagents, of animal origin",1988-01,1997-12,IM-3006202000-198801,"3006.20.00.20 - Blood-grouping reagents, of animal origin (Terminated 2021-12)",3006.20.00.20,"Blood-grouping reagents, of animal origin",left_chapter,IMR_0428,IM_0214
IMR-3006209000-198801,"3006.20.90.00 - Blood-grouping reagents, except of human or animal origin (Terminated 1997-12)",3006.20.90.00,"Blood-grouping reagents, except of human or animal origin",1988-01,1997-12,IM-3006201000-198801,"3006.20.00.90 - Blood-grouping reagents, other than of animal origin, nes (Terminated 2021-12)",3006.20.00.90,"Blood-grouping reagents, other than of animal origin, not elsewhere specified",left_chapter,IMR_0429,IM_0213
IMR-3006300010-199801,3006.30.00.10 - Opacifying preparations for X-ray examinations,3006.30.00.10,Opacifying preparations for X-ray examinations,1998-01,2001-12,IM-3006301000-198801,"3006.30.00.10 - Opacifying, preparations for X-ray examinations",3006.30.00.10,"Opacifying, preparations for X-ray examinations",active,IMR_0430,IM_0216
IMR-3006300010-200201,"3006.30.00.10 - Opacifying, preparations for X-ray examinations",3006.30.00.10,"Opacifying, preparations for X-ray examinations",2002-01,2026-06,IM-3006301000-198801,"3006.30.00.10 - Opacifying, preparations for X-ray examinations",3006.30.00.10,"Opacifying, preparations for X-ray examinations",active,IMR_0431,IM_0216
IMR-3006300020-199801,3006.30.00.20 - Allergenics prepared for parenteral administration (Terminated 2011-12),3006.30.00.20,Allergenics prepared for parenteral administration,1998-01,2001-12,IM-3006309100-198801,"3006.30.00.90 - Diagnostic reagents, designed to be administered to the patient, nes",3006.30.00.90,"Diagnostic reagents, designed to be administered to the patient, not elsewhere specified",active,IMR_0432,IM_0217
IMR-3006300020-200201,"3006.30.00.20 - Allergenics, prepared for parenteral administration (Terminated 2011-12)",3006.30.00.20,"Allergenics, prepared for parenteral administration",2002-01,2011-12,IM-3006309100-198801,"3006.30.00.90 - Diagnostic reagents, designed to be administered to the patient, nes",3006.30.00.90,"Diagnostic reagents, designed to be administered to the patient, not elsewhere specified",active,IMR_0433,IM_0217
